Von_Kanton;Von_Gemeinde;Nach_Kanton;Nach_Gemeinde;Pendler
ZH;Stallikon;ZH;Kloten;26
ZH;Stallikon;ZH;Opfikon;14
ZH;Stallikon;ZH;Wallisellen;15
ZH;Stallikon;ZH;Regensdorf;8
ZH;Stallikon;ZH;Wetzikon (ZH);5
ZH;Stallikon;ZH;Adliswil;43
ZH;Stallikon;ZH;Horgen;9
ZH;Stallikon;ZH;Kilchberg (ZH);6
ZH;Stallikon;ZH;Langnau am Albis;5
ZH;Stallikon;ZH;Thalwil;12
ZH;Stallikon;ZH;Wädenswil;8
ZH;Stallikon;ZH;Zollikon;6
ZH;Stallikon;ZH;Lindau;8
ZH;Stallikon;ZH;Dübendorf;8
ZH;Stallikon;ZH;Winterthur;5
ZH;Stallikon;ZH;Birmensdorf (ZH);22
ZH;Stallikon;ZH;Dietikon;28
ZH;Stallikon;ZH;Schlieren;47
ZH;Stallikon;ZH;Uitikon;46
ZH;Stallikon;ZH;Urdorf;38
ZH;Stallikon;ZH;Zürich;858
ZH;Stallikon;ZH;Andere Gemeinden;54
ZH;Stallikon;BE;Bern;6
ZH;Stallikon;LU;Luzern;8
ZH;Stallikon;LU;Andere Gemeinden;7
ZH;Stallikon;SZ;Andere Gemeinden;12
ZH;Stallikon;ZG;Baar;15
ZH;Stallikon;ZG;Steinhausen;8
ZH;Stallikon;ZG;Zug;21
ZH;Stallikon;ZG;Andere Gemeinden;11
ZH;Stallikon;BL;Andere Gemeinden;11
ZH;Stallikon;SG;Andere Gemeinden;11
ZH;Stallikon;AG;Baden;6
ZH;Stallikon;AG;Spreitenbach;8
ZH;Stallikon;AG;Rudolfstetten-Friedlisberg;5
ZH;Stallikon;AG;Andere Gemeinden;45
ZH;Stallikon;ZZ;Andere Gemeinden;17
ZH;Wettswil am Albis;ZH;Affoltern am Albis;70
ZH;Wettswil am Albis;ZH;Bonstetten;61
ZH;Wettswil am Albis;ZH;Hausen am Albis;6
ZH;Wettswil am Albis;ZH;Hedingen;25
ZH;Wettswil am Albis;ZH;Obfelden;7
ZH;Wettswil am Albis;ZH;Stallikon;14
ZH;Wettswil am Albis;ZH;Wettswil am Albis;336
ZH;Wettswil am Albis;ZH;Kloten;30
ZH;Wettswil am Albis;ZH;Opfikon;21
ZH;Wettswil am Albis;ZH;Wallisellen;20
ZH;Wettswil am Albis;ZH;Dielsdorf;8
ZH;Wettswil am Albis;ZH;Rümlang;7
ZH;Wettswil am Albis;ZH;Adliswil;33
ZH;Wettswil am Albis;ZH;Horgen;17
ZH;Wettswil am Albis;ZH;Kilchberg (ZH);13
ZH;Wettswil am Albis;ZH;Rüschlikon;8
ZH;Wettswil am Albis;ZH;Thalwil;10
ZH;Wettswil am Albis;ZH;Wädenswil;11
ZH;Wettswil am Albis;ZH;Küsnacht (ZH);5
ZH;Wettswil am Albis;ZH;Zollikon;11
ZH;Wettswil am Albis;ZH;Dübendorf;11
ZH;Wettswil am Albis;ZH;Volketswil;6
ZH;Wettswil am Albis;ZH;Winterthur;5
ZH;Wettswil am Albis;ZH;Birmensdorf (ZH);26
ZH;Wettswil am Albis;ZH;Dietikon;32
ZH;Wettswil am Albis;ZH;Schlieren;48
ZH;Wettswil am Albis;ZH;Uitikon;95
ZH;Wettswil am Albis;ZH;Urdorf;37
ZH;Wettswil am Albis;ZH;Zürich;980
ZH;Wettswil am Albis;ZH;Andere Gemeinden;82
ZH;Wettswil am Albis;BE;Andere Gemeinden;8
ZH;Wettswil am Albis;LU;Emmen;5
ZH;Wettswil am Albis;LU;Luzern;8
ZH;Wettswil am Albis;LU;Andere Gemeinden;12
ZH;Wettswil am Albis;SZ;Freienbach;12
ZH;Wettswil am Albis;SZ;Andere Gemeinden;11
ZH;Wettswil am Albis;ZG;Baar;32
ZH;Wettswil am Albis;ZG;Cham;6
ZH;Wettswil am Albis;ZG;Hünenberg;5
ZH;Wettswil am Albis;ZG;Risch;7
ZH;Wettswil am Albis;ZG;Steinhausen;21
ZH;Wettswil am Albis;ZG;Zug;36
ZH;Wettswil am Albis;BS;Basel;5
ZH;Wettswil am Albis;SG;Andere Gemeinden;9
ZH;Wettswil am Albis;AG;Baden;22
ZH;Wettswil am Albis;AG;Spreitenbach;7
ZH;Wettswil am Albis;AG;Islisberg;6
ZH;Wettswil am Albis;AG;Lenzburg;5
ZH;Wettswil am Albis;AG;Merenschwand;6
ZH;Wettswil am Albis;AG;Muri (AG);6
ZH;Wettswil am Albis;AG;Andere Gemeinden;48
ZH;Wettswil am Albis;TG;Andere Gemeinden;9
ZH;Wettswil am Albis;ZZ;Andere Gemeinden;32
ZH;Adlikon;ZH;Adlikon;60
ZH;Adlikon;ZH;Flaach;6
ZH;Adlikon;ZH;Andelfingen;31
ZH;Adlikon;ZH;Henggart;9
ZH;Adlikon;ZH;Kleinandelfingen;16
ZH;Adlikon;ZH;Embrach;6
ZH;Adlikon;ZH;Kloten;10
ZH;Adlikon;ZH;Dübendorf;6
ZH;Adlikon;ZH;Seuzach;7
ZH;Adlikon;ZH;Winterthur;52
ZH;Adlikon;ZH;Zürich;37
ZH;Adlikon;ZH;Andere Gemeinden;59
ZH;Adlikon;SH;Neuhausen am Rheinfall;5
ZH;Adlikon;SH;Schaffhausen;11
ZH;Adlikon;TG;Frauenfeld;5
ZH;Adlikon;ZZ;Andere Gemeinden;16
ZH;Benken (ZH);ZH;Benken (ZH);113
ZH;Benken (ZH);ZH;Feuerthalen;12
ZH;Benken (ZH);ZH;Andelfingen;9
ZH;Benken (ZH);ZH;Kleinandelfingen;16
ZH;Benken (ZH);ZH;Marthalen;21
ZH;Benken (ZH);ZH;Trüllikon;5
ZH;Benken (ZH);ZH;Bülach;6
ZH;Benken (ZH);ZH;Kloten;8
ZH;Benken (ZH);ZH;Dübendorf;5
ZH;Benken (ZH);ZH;Seuzach;7
ZH;Benken (ZH);ZH;Winterthur;53
ZH;Benken (ZH);ZH;Zürich;58
ZH;Benken (ZH);ZH;Andere Gemeinden;67
ZH;Benken (ZH);SH;Schaffhausen;60
ZH;Benken (ZH);SH;Andere Gemeinden;12
ZH;Benken (ZH);AG;Andere Gemeinden;7
ZH;Benken (ZH);TG;Frauenfeld;7
ZH;Benken (ZH);TG;Andere Gemeinden;8
ZH;Benken (ZH);ZZ;Andere Gemeinden;11
ZH;Berg am Irchel;ZH;Berg am Irchel;77
ZH;Berg am Irchel;ZH;Buch am Irchel;5
ZH;Berg am Irchel;ZH;Flaach;16
ZH;Berg am Irchel;ZH;Embrach;5
ZH;Berg am Irchel;ZH;Kloten;20
ZH;Berg am Irchel;ZH;Wallisellen;5
ZH;Berg am Irchel;ZH;Neftenbach;8
ZH;Berg am Irchel;ZH;Seuzach;5
ZH;Berg am Irchel;ZH;Winterthur;46
ZH;Berg am Irchel;ZH;Zürich;35
ZH;Berg am Irchel;ZH;Andere Gemeinden;58
ZH;Berg am Irchel;SH;Schaffhausen;7
ZH;Berg am Irchel;SG;Andere Gemeinden;5
ZH;Berg am Irchel;AG;Andere Gemeinden;5
ZH;Berg am Irchel;TG;Andere Gemeinden;7
ZH;Berg am Irchel;ZZ;Andere Gemeinden;9
ZH;Buch am Irchel;ZH;Buch am Irchel;91
ZH;Buch am Irchel;ZH;Flaach;8
ZH;Buch am Irchel;ZH;Kleinandelfingen;5
ZH;Buch am Irchel;ZH;Bülach;9
ZH;Buch am Irchel;ZH;Kloten;84
ZH;Buch am Irchel;ZH;Opfikon;5
ZH;Buch am Irchel;ZH;Wallisellen;9
ZH;Buch am Irchel;ZH;Dübendorf;10
ZH;Buch am Irchel;ZH;Neftenbach;15
ZH;Buch am Irchel;ZH;Pfungen;10
ZH;Buch am Irchel;ZH;Seuzach;7
ZH;Buch am Irchel;ZH;Winterthur;94
ZH;Buch am Irchel;ZH;Zürich;54
ZH;Buch am Irchel;ZH;Andere Gemeinden;89
ZH;Buch am Irchel;ZG;Andere Gemeinden;7
ZH;Buch am Irchel;SH;Schaffhausen;8
ZH;Buch am Irchel;SG;Andere Gemeinden;8
ZH;Buch am Irchel;AG;Andere Gemeinden;5
ZH;Buch am Irchel;TG;Andere Gemeinden;8
ZH;Buch am Irchel;ZZ;Andere Gemeinden;12
ZH;Dachsen;ZH;Dachsen;190
ZH;Dachsen;ZH;Feuerthalen;9
ZH;Dachsen;ZH;Flurlingen;7
ZH;Dachsen;ZH;Andelfingen;10
ZH;Dachsen;ZH;Laufen-Uhwiesen;15
ZH;Dachsen;ZH;Marthalen;6
ZH;Dachsen;ZH;Embrach;7
ZH;Dachsen;ZH;Kloten;14
ZH;Dachsen;ZH;Opfikon;11
ZH;Dachsen;ZH;Wallisellen;9
ZH;Dachsen;ZH;Rümlang;6
ZH;Dachsen;ZH;Dübendorf;5
ZH;Dachsen;ZH;Seuzach;5
ZH;Dachsen;ZH;Winterthur;100
ZH;Dachsen;ZH;Zürich;140
ZH;Dachsen;ZH;Andere Gemeinden;70
ZH;Dachsen;SH;Thayngen;8
ZH;Dachsen;SH;Beringen;13
ZH;Dachsen;SH;Neuhausen am Rheinfall;77
ZH;Dachsen;SH;Schaffhausen;216
ZH;Dachsen;SH;Andere Gemeinden;6
ZH;Dachsen;SG;Andere Gemeinden;12
ZH;Dachsen;AG;Andere Gemeinden;10
ZH;Dachsen;TG;Diessenhofen;16
ZH;Dachsen;TG;Schlatt (TG);5
ZH;Dachsen;TG;Frauenfeld;8
ZH;Dachsen;TG;Andere Gemeinden;5
ZH;Dachsen;ZZ;Andere Gemeinden;16
ZH;Dorf;ZH;Dorf;67
ZH;Dorf;ZH;Flaach;12
ZH;Dorf;ZH;Andelfingen;17
ZH;Dorf;ZH;Kleinandelfingen;9
ZH;Dorf;ZH;Kloten;25
ZH;Dorf;ZH;Wallisellen;6
ZH;Dorf;ZH;Dübendorf;5
ZH;Dorf;ZH;Neftenbach;6
ZH;Dorf;ZH;Winterthur;60
ZH;Dorf;ZH;Zürich;51
ZH;Dorf;ZH;Andere Gemeinden;67
ZH;Dorf;SH;Schaffhausen;5
ZH;Dorf;SG;Andere Gemeinden;7
ZH;Dorf;AG;Andere Gemeinden;6
ZH;Dorf;TG;Andere Gemeinden;7
ZH;Dorf;ZZ;Andere Gemeinden;9
ZH;Feuerthalen;ZH;Dachsen;14
ZH;Feuerthalen;ZH;Feuerthalen;327
ZH;Feuerthalen;ZH;Flurlingen;15
ZH;Feuerthalen;ZH;Andelfingen;8
ZH;Feuerthalen;ZH;Kleinandelfingen;6
ZH;Feuerthalen;ZH;Laufen-Uhwiesen;8
ZH;Feuerthalen;ZH;Marthalen;6
ZH;Feuerthalen;ZH;Bülach;11
ZH;Feuerthalen;ZH;Embrach;9
ZH;Feuerthalen;ZH;Kloten;20
ZH;Feuerthalen;ZH;Opfikon;16
ZH;Feuerthalen;ZH;Wallisellen;10
ZH;Feuerthalen;ZH;Dübendorf;5
ZH;Feuerthalen;ZH;Seuzach;6
ZH;Feuerthalen;ZH;Winterthur;69
ZH;Feuerthalen;ZH;Zürich;176
ZH;Feuerthalen;ZH;Andere Gemeinden;93
ZH;Feuerthalen;ZG;Andere Gemeinden;8
ZH;Feuerthalen;BL;Andere Gemeinden;5
ZH;Feuerthalen;SH;Thayngen;22
ZH;Feuerthalen;SH;Beringen;38
ZH;Feuerthalen;SH;Neuhausen am Rheinfall;150
ZH;Feuerthalen;SH;Schaffhausen;648
ZH;Feuerthalen;SH;Stein am Rhein;7
ZH;Feuerthalen;SH;Wilchingen;5
ZH;Feuerthalen;SH;Andere Gemeinden;20
ZH;Feuerthalen;SG;Andere Gemeinden;15
ZH;Feuerthalen;AG;Andere Gemeinden;18
ZH;Feuerthalen;TG;Basadingen-Schlattingen;18
ZH;Feuerthalen;TG;Diessenhofen;42
ZH;Feuerthalen;TG;Schlatt (TG);10
ZH;Feuerthalen;TG;Frauenfeld;13
ZH;Feuerthalen;TG;Andere Gemeinden;26
ZH;Feuerthalen;ZZ;Andere Gemeinden;15
ZH;Flaach;ZH;Dorf;5
ZH;Flaach;ZH;Flaach;238
ZH;Flaach;ZH;Andelfingen;14
ZH;Flaach;ZH;Henggart;10
ZH;Flaach;ZH;Humlikon;6
ZH;Flaach;ZH;Kleinandelfingen;7
ZH;Flaach;ZH;Marthalen;11
ZH;Flaach;ZH;Bülach;8
ZH;Flaach;ZH;Eglisau;5
ZH;Flaach;ZH;Embrach;9
ZH;Flaach;ZH;Kloten;52
ZH;Flaach;ZH;Opfikon;9
ZH;Flaach;ZH;Rafz;13
ZH;Flaach;ZH;Wallisellen;8
ZH;Flaach;ZH;Dübendorf;8
ZH;Flaach;ZH;Volketswil;5
ZH;Flaach;ZH;Neftenbach;6
ZH;Flaach;ZH;Pfungen;6
ZH;Flaach;ZH;Seuzach;6
ZH;Flaach;ZH;Winterthur;103
ZH;Flaach;ZH;Schlieren;5
ZH;Flaach;ZH;Zürich;73
ZH;Flaach;ZH;Andere Gemeinden;67
ZH;Flaach;BE;Bern;7
ZH;Flaach;SH;Schaffhausen;17
ZH;Flaach;SH;Andere Gemeinden;7
ZH;Flaach;SG;Andere Gemeinden;5
ZH;Flaach;AG;Andere Gemeinden;8
ZH;Flaach;TG;Andere Gemeinden;7
ZH;Flaach;ZZ;Andere Gemeinden;13
ZH;Flurlingen;ZH;Benken (ZH);7
ZH;Flurlingen;ZH;Feuerthalen;16
ZH;Flurlingen;ZH;Flurlingen;100
ZH;Flurlingen;ZH;Andelfingen;5
ZH;Flurlingen;ZH;Laufen-Uhwiesen;10
ZH;Flurlingen;ZH;Bülach;12
ZH;Flurlingen;ZH;Kloten;6
ZH;Flurlingen;ZH;Opfikon;6
ZH;Flurlingen;ZH;Wallisellen;6
ZH;Flurlingen;ZH;Dübendorf;7
ZH;Flurlingen;ZH;Seuzach;5
ZH;Flurlingen;ZH;Winterthur;62
ZH;Flurlingen;ZH;Zürich;92
ZH;Flurlingen;ZH;Andere Gemeinden;42
ZH;Flurlingen;SH;Beringen;11
ZH;Flurlingen;SH;Neuhausen am Rheinfall;80
ZH;Flurlingen;SH;Schaffhausen;240
ZH;Flurlingen;SH;Andere Gemeinden;19
ZH;Flurlingen;AR;Herisau;10
ZH;Flurlingen;SG;Andere Gemeinden;7
ZH;Flurlingen;TG;Diessenhofen;5
ZH;Flurlingen;TG;Frauenfeld;5
ZH;Flurlingen;TG;Andere Gemeinden;6
ZH;Flurlingen;ZZ;Andere Gemeinden;17
ZH;Andelfingen;ZH;Flaach;5
ZH;Andelfingen;ZH;Andelfingen;307
ZH;Andelfingen;ZH;Henggart;7
ZH;Andelfingen;ZH;Kleinandelfingen;53
ZH;Andelfingen;ZH;Marthalen;13
ZH;Andelfingen;ZH;Ossingen;12
ZH;Andelfingen;ZH;Thalheim an der Thur;6
ZH;Andelfingen;ZH;Unterstammheim;6
ZH;Andelfingen;ZH;Bülach;5
ZH;Andelfingen;ZH;Dietlikon;7
ZH;Andelfingen;ZH;Kloten;44
ZH;Andelfingen;ZH;Opfikon;20
ZH;Andelfingen;ZH;Wallisellen;12
ZH;Andelfingen;ZH;Illnau-Effretikon;6
ZH;Andelfingen;ZH;Dübendorf;9
ZH;Andelfingen;ZH;Volketswil;7
ZH;Andelfingen;ZH;Wangen-Brüttisellen;6
ZH;Andelfingen;ZH;Neftenbach;12
ZH;Andelfingen;ZH;Pfungen;6
ZH;Andelfingen;ZH;Seuzach;12
ZH;Andelfingen;ZH;Winterthur;155
ZH;Andelfingen;ZH;Schlieren;9
ZH;Andelfingen;ZH;Zürich;138
ZH;Andelfingen;ZH;Wiesendangen;5
ZH;Andelfingen;ZH;Andere Gemeinden;87
ZH;Andelfingen;BE;Andere Gemeinden;5
ZH;Andelfingen;ZG;Andere Gemeinden;5
ZH;Andelfingen;SH;Thayngen;6
ZH;Andelfingen;SH;Neuhausen am Rheinfall;7
ZH;Andelfingen;SH;Schaffhausen;49
ZH;Andelfingen;SG;Andere Gemeinden;8
ZH;Andelfingen;AG;Andere Gemeinden;10
ZH;Andelfingen;TG;Diessenhofen;5
ZH;Andelfingen;TG;Frauenfeld;9
ZH;Andelfingen;TG;Andere Gemeinden;21
ZH;Andelfingen;ZZ;Andere Gemeinden;8
ZH;Henggart;ZH;Flaach;11
ZH;Henggart;ZH;Andelfingen;17
ZH;Henggart;ZH;Henggart;169
ZH;Henggart;ZH;Humlikon;6
ZH;Henggart;ZH;Kleinandelfingen;14
ZH;Henggart;ZH;Marthalen;7
ZH;Henggart;ZH;Bassersdorf;8
ZH;Henggart;ZH;Bülach;15
ZH;Henggart;ZH;Embrach;5
ZH;Henggart;ZH;Kloten;145
ZH;Henggart;ZH;Wallisellen;17
ZH;Henggart;ZH;Lindau;8
ZH;Henggart;ZH;Pfäffikon;5
ZH;Henggart;ZH;Dübendorf;27
ZH;Henggart;ZH;Uster;6
ZH;Henggart;ZH;Dinhard;5
ZH;Henggart;ZH;Hettlingen;8
ZH;Henggart;ZH;Neftenbach;6
ZH;Henggart;ZH;Pfungen;11
ZH;Henggart;ZH;Seuzach;20
ZH;Henggart;ZH;Winterthur;260
ZH;Henggart;ZH;Dietikon;5
ZH;Henggart;ZH;Schlieren;6
ZH;Henggart;ZH;Zürich;157
ZH;Henggart;ZH;Andere Gemeinden;91
ZH;Henggart;BE;Andere Gemeinden;5
ZH;Henggart;ZG;Andere Gemeinden;5
ZH;Henggart;SH;Neuhausen am Rheinfall;7
ZH;Henggart;SH;Schaffhausen;27
ZH;Henggart;SH;Andere Gemeinden;11
ZH;Henggart;SG;St. Gallen;7
ZH;Henggart;SG;Andere Gemeinden;7
ZH;Henggart;AG;Andere Gemeinden;10
ZH;Henggart;TG;Diessenhofen;7
ZH;Henggart;TG;Frauenfeld;8
ZH;Henggart;TG;Andere Gemeinden;16
ZH;Henggart;ZZ;Andere Gemeinden;8
ZH;Humlikon;ZH;Flaach;5
ZH;Humlikon;ZH;Andelfingen;21
ZH;Humlikon;ZH;Humlikon;44
ZH;Humlikon;ZH;Kleinandelfingen;6
ZH;Humlikon;ZH;Kloten;17
ZH;Humlikon;ZH;Neftenbach;7
ZH;Humlikon;ZH;Winterthur;53
ZH;Humlikon;ZH;Zürich;28
ZH;Humlikon;ZH;Andere Gemeinden;46
ZH;Humlikon;SH;Schaffhausen;7
ZH;Humlikon;SH;Andere Gemeinden;6
ZH;Humlikon;TG;Andere Gemeinden;5
ZH;Humlikon;ZZ;Andere Gemeinden;6
ZH;Kleinandelfingen;ZH;Flaach;5
ZH;Kleinandelfingen;ZH;Andelfingen;84
ZH;Kleinandelfingen;ZH;Henggart;10
ZH;Kleinandelfingen;ZH;Kleinandelfingen;342
ZH;Kleinandelfingen;ZH;Marthalen;26
ZH;Kleinandelfingen;ZH;Ossingen;8
ZH;Kleinandelfingen;ZH;Unterstammheim;5
ZH;Kleinandelfingen;ZH;Bülach;5
ZH;Kleinandelfingen;ZH;Embrach;7
ZH;Kleinandelfingen;ZH;Kloten;27
ZH;Kleinandelfingen;ZH;Opfikon;12
ZH;Kleinandelfingen;ZH;Wallisellen;7
ZH;Kleinandelfingen;ZH;Illnau-Effretikon;6
ZH;Kleinandelfingen;ZH;Dübendorf;5
ZH;Kleinandelfingen;ZH;Volketswil;10
ZH;Kleinandelfingen;ZH;Neftenbach;5
ZH;Kleinandelfingen;ZH;Seuzach;19
ZH;Kleinandelfingen;ZH;Winterthur;168
ZH;Kleinandelfingen;ZH;Dietikon;5
ZH;Kleinandelfingen;ZH;Schlieren;11
ZH;Kleinandelfingen;ZH;Zürich;120
ZH;Kleinandelfingen;ZH;Wiesendangen;7
ZH;Kleinandelfingen;ZH;Andere Gemeinden;95
ZH;Kleinandelfingen;BE;Andere Gemeinden;6
ZH;Kleinandelfingen;LU;Andere Gemeinden;5
ZH;Kleinandelfingen;SH;Beringen;5
ZH;Kleinandelfingen;SH;Neuhausen am Rheinfall;11
ZH;Kleinandelfingen;SH;Schaffhausen;47
ZH;Kleinandelfingen;SH;Andere Gemeinden;5
ZH;Kleinandelfingen;SG;St. Gallen;6
ZH;Kleinandelfingen;SG;Andere Gemeinden;5
ZH;Kleinandelfingen;AG;Andere Gemeinden;8
ZH;Kleinandelfingen;TG;Diessenhofen;7
ZH;Kleinandelfingen;TG;Frauenfeld;10
ZH;Kleinandelfingen;TG;Andere Gemeinden;16
ZH;Kleinandelfingen;ZZ;Andere Gemeinden;9
ZH;Laufen-Uhwiesen;ZH;Dachsen;10
ZH;Laufen-Uhwiesen;ZH;Feuerthalen;15
ZH;Laufen-Uhwiesen;ZH;Flurlingen;6
ZH;Laufen-Uhwiesen;ZH;Andelfingen;7
ZH;Laufen-Uhwiesen;ZH;Kleinandelfingen;11
ZH;Laufen-Uhwiesen;ZH;Laufen-Uhwiesen;150
ZH;Laufen-Uhwiesen;ZH;Marthalen;7
ZH;Laufen-Uhwiesen;ZH;Trüllikon;5
ZH;Laufen-Uhwiesen;ZH;Kloten;7
ZH;Laufen-Uhwiesen;ZH;Opfikon;6
ZH;Laufen-Uhwiesen;ZH;Wallisellen;9
ZH;Laufen-Uhwiesen;ZH;Dübendorf;5
ZH;Laufen-Uhwiesen;ZH;Winterthur;37
ZH;Laufen-Uhwiesen;ZH;Schlieren;5
ZH;Laufen-Uhwiesen;ZH;Zürich;79
ZH;Laufen-Uhwiesen;ZH;Andere Gemeinden;59
ZH;Laufen-Uhwiesen;ZG;Andere Gemeinden;6
ZH;Laufen-Uhwiesen;SH;Thayngen;7
ZH;Laufen-Uhwiesen;SH;Beringen;10
ZH;Laufen-Uhwiesen;SH;Neuhausen am Rheinfall;54
ZH;Laufen-Uhwiesen;SH;Schaffhausen;237
ZH;Laufen-Uhwiesen;SH;Stein am Rhein;5
ZH;Laufen-Uhwiesen;SH;Andere Gemeinden;15
ZH;Laufen-Uhwiesen;SG;Andere Gemeinden;5
ZH;Laufen-Uhwiesen;TG;Diessenhofen;6
ZH;Laufen-Uhwiesen;TG;Andere Gemeinden;11
ZH;Laufen-Uhwiesen;ZZ;Andere Gemeinden;12
ZH;Marthalen;ZH;Dachsen;13
ZH;Marthalen;ZH;Feuerthalen;5
ZH;Marthalen;ZH;Andelfingen;27
ZH;Marthalen;ZH;Henggart;9
ZH;Marthalen;ZH;Kleinandelfingen;39
ZH;Marthalen;ZH;Marthalen;383
ZH;Marthalen;ZH;Ossingen;5
ZH;Marthalen;ZH;Rheinau;14
ZH;Marthalen;ZH;Trüllikon;5
ZH;Marthalen;ZH;Bülach;9
ZH;Marthalen;ZH;Kloten;23
ZH;Marthalen;ZH;Opfikon;8
ZH;Marthalen;ZH;Wallisellen;6
ZH;Marthalen;ZH;Illnau-Effretikon;5
ZH;Marthalen;ZH;Dübendorf;9
ZH;Marthalen;ZH;Pfungen;5
ZH;Marthalen;ZH;Seuzach;16
ZH;Marthalen;ZH;Winterthur;125
ZH;Marthalen;ZH;Schlieren;6
ZH;Marthalen;ZH;Zürich;128
ZH;Marthalen;ZH;Andere Gemeinden;91
ZH;Marthalen;SH;Beringen;5
ZH;Marthalen;SH;Neuhausen am Rheinfall;34
ZH;Marthalen;SH;Schaffhausen;85
ZH;Marthalen;SH;Andere Gemeinden;12
ZH;Marthalen;SG;Andere Gemeinden;9
ZH;Marthalen;AG;Andere Gemeinden;6
ZH;Marthalen;TG;Diessenhofen;6
ZH;Marthalen;TG;Schlatt (TG);8
ZH;Marthalen;TG;Andere Gemeinden;20
ZH;Marthalen;ZZ;Andere Gemeinden;6
ZH;Oberstammheim;ZH;Andelfingen;6
ZH;Oberstammheim;ZH;Kleinandelfingen;7
ZH;Oberstammheim;ZH;Oberstammheim;172
ZH;Oberstammheim;ZH;Ossingen;14
ZH;Oberstammheim;ZH;Unterstammheim;37
ZH;Oberstammheim;ZH;Waltalingen;18
ZH;Oberstammheim;ZH;Kloten;11
ZH;Oberstammheim;ZH;Opfikon;5
ZH;Oberstammheim;ZH;Wallisellen;5
ZH;Oberstammheim;ZH;Pfungen;5
ZH;Oberstammheim;ZH;Seuzach;9
ZH;Oberstammheim;ZH;Winterthur;74
ZH;Oberstammheim;ZH;Zürich;43
ZH;Oberstammheim;ZH;Andere Gemeinden;66
ZH;Oberstammheim;SH;Schaffhausen;35
ZH;Oberstammheim;SH;Stein am Rhein;7
ZH;Oberstammheim;SH;Andere Gemeinden;10
ZH;Oberstammheim;SG;Andere Gemeinden;5
ZH;Oberstammheim;TG;Diessenhofen;7
ZH;Oberstammheim;TG;Frauenfeld;24
ZH;Oberstammheim;TG;Hüttwilen;8
ZH;Oberstammheim;TG;Wagenhausen;5
ZH;Oberstammheim;TG;Andere Gemeinden;34
ZH;Oberstammheim;ZZ;Andere Gemeinden;11
ZH;Ossingen;ZH;Flaach;6
ZH;Ossingen;ZH;Andelfingen;20
ZH;Ossingen;ZH;Henggart;5
ZH;Ossingen;ZH;Kleinandelfingen;16
ZH;Ossingen;ZH;Marthalen;11
ZH;Ossingen;ZH;Ossingen;177
ZH;Ossingen;ZH;Unterstammheim;6
ZH;Ossingen;ZH;Waltalingen;5
ZH;Ossingen;ZH;Bülach;5
ZH;Ossingen;ZH;Glattfelden;5
ZH;Ossingen;ZH;Kloten;18
ZH;Ossingen;ZH;Opfikon;5
ZH;Ossingen;ZH;Wallisellen;8
ZH;Ossingen;ZH;Dübendorf;14
ZH;Ossingen;ZH;Wangen-Brüttisellen;5
ZH;Ossingen;ZH;Dinhard;5
ZH;Ossingen;ZH;Seuzach;8
ZH;Ossingen;ZH;Winterthur;100
ZH;Ossingen;ZH;Schlieren;7
ZH;Ossingen;ZH;Zürich;96
ZH;Ossingen;ZH;Andere Gemeinden;81
ZH;Ossingen;SH;Schaffhausen;22
ZH;Ossingen;SH;Andere Gemeinden;12
ZH;Ossingen;SG;Andere Gemeinden;10
ZH;Ossingen;TG;Frauenfeld;14
ZH;Ossingen;TG;Andere Gemeinden;27
ZH;Ossingen;ZZ;Andere Gemeinden;11
ZH;Rheinau;ZH;Dachsen;7
ZH;Rheinau;ZH;Feuerthalen;5
ZH;Rheinau;ZH;Flaach;10
ZH;Rheinau;ZH;Andelfingen;12
ZH;Rheinau;ZH;Kleinandelfingen;10
ZH;Rheinau;ZH;Marthalen;31
ZH;Rheinau;ZH;Rheinau;281
ZH;Rheinau;ZH;Bülach;8
ZH;Rheinau;ZH;Kloten;30
ZH;Rheinau;ZH;Wallisellen;5
ZH;Rheinau;ZH;Dübendorf;5
ZH;Rheinau;ZH;Seuzach;9
ZH;Rheinau;ZH;Winterthur;48
ZH;Rheinau;ZH;Schlieren;5
ZH;Rheinau;ZH;Zürich;41
ZH;Rheinau;ZH;Andere Gemeinden;89
ZH;Rheinau;BE;Bern;8
ZH;Rheinau;SH;Thayngen;8
ZH;Rheinau;SH;Beringen;7
ZH;Rheinau;SH;Neuhausen am Rheinfall;14
ZH;Rheinau;SH;Schaffhausen;63
ZH;Rheinau;SH;Andere Gemeinden;10
ZH;Rheinau;TG;Diessenhofen;10
ZH;Rheinau;TG;Andere Gemeinden;13
ZH;Rheinau;ZZ;Andere Gemeinden;9
ZH;Thalheim an der Thur;ZH;Andelfingen;9
ZH;Thalheim an der Thur;ZH;Kleinandelfingen;6
ZH;Thalheim an der Thur;ZH;Marthalen;8
ZH;Thalheim an der Thur;ZH;Thalheim an der Thur;84
ZH;Thalheim an der Thur;ZH;Kloten;18
ZH;Thalheim an der Thur;ZH;Wallisellen;11
ZH;Thalheim an der Thur;ZH;Dübendorf;6
ZH;Thalheim an der Thur;ZH;Dägerlen;7
ZH;Thalheim an der Thur;ZH;Dinhard;10
ZH;Thalheim an der Thur;ZH;Neftenbach;7
ZH;Thalheim an der Thur;ZH;Pfungen;5
ZH;Thalheim an der Thur;ZH;Seuzach;16
ZH;Thalheim an der Thur;ZH;Winterthur;103
